STATE_NAME,DISTRICT_NAME,PMGSY_SCHEME,YEAR_RANGE,NO_OF_ROAD_WORK_SANCTIONED,NO_OF_BRIDGES_SANCTIONED,NO_OF_ROAD_WORKS_COMPLETED,NO_OF_BRIDGES_COMPLETED,NO_OF_ROAD_WORKS_BALANCE,NO_OF_BRIDGES_BALANCE,LENGTH_OF_ROAD_WORK_SANCTIONED_KM,COST_OF_WORKS_SANCTIONED_LAKHS,LENGTH_OF_ROAD_WORK_COMPLETED_KM,EXPENDITURE_OCCURED_LAKHS,LENGTH_OF_ROAD_WORK_BALANCE_KM
Uttar Pradesh,Barabanki,PMGSY-I,2000-2013,321,0,321,0,0,0,1100.182,371.3929,1078.765,378.4339,0
Uttar Pradesh,Barabanki,PMGSY-II,2013-2018,13,0,13,0,0,0,104.86,67.59899,103.25,61.1589,0
Uttar Pradesh,Bareilly,PMGSY-II,2013-2018,9,0,9,0,0,0,85.25,41.12541,83.25,41.1244,0
Uttar Pradesh,Bijnor,PMGSY-I,2000-2013,240,0,240,0,0,0,607.99,117.6318,597.435,106.644,0
Uttar Pradesh,Chandauli,RCPLWEA,2016-Present,7,0,7,0,0,0,80.925,45.6326,80.55,42.6622,0
Uttar Pradesh,Chandauli,PMGSY-III,2019-Present,18,0,18,0,0,0,135.425,55.76251,132.61,44.5444,0
Uttar Pradesh,Chitrakoot,PMGSY-II,2013-2018,14,0,14,0,0,0,101.7,55.808,101.699,51.8173,0
Uttar Pradesh,Chitrakoot,PMGSY-III,2019-Present,13,0,9,0,4,0,93.988,82.54023,66.725,49.3575,27.213
Uttar Pradesh,Deoria,PMGSY-III,2019-Present,68,0,53,0,15,0,489.307,488.18066,399.169,307.4795,88.676
Uttar Pradesh,Farrukhabad,PMGSY-II,2013-2018,10,0,10,0,0,0,91.3,55.02389,90.594,49.8256,0
Uttar Pradesh,G.B. Nagar,PMGSY-II,2013-2018,9,0,9,0,0,0,100.15,65.4942,94.903,50.3961,0
Uttar Pradesh,Ghaziabad,PMGSY-I,2000-2013,154,0,154,0,0,0,385.4,79.6784,372.599,75.601,0
Uttar Pradesh,Hapur,PMGSY-III,2019-Present,13,0,13,0,0,0,95.33,66.6637,92.575,58.4761,0
Uttar Pradesh,Hathras,PMGSY-I,2000-2013,189,0,189,0,0,0,440.1,105.9981,429.017,98.7266,0
Uttar Pradesh,Jalaun,PMGSY-III,2019-Present,21,0,21,0,0,0,144.845,92.99378,141.845,65.298,0
Uttar Pradesh,Jaunpur,PMGSY-II,2013-2018,13,0,13,0,0,0,100.77,47.16149,96.605,40.6712,0
Uttar Pradesh,Kannauj,PMGSY-III,2019-Present,16,0,16,0,0,0,111.208,101.61033,108.708,88.4766,0
Uttar Pradesh,Kanpur Nagar,PMGSY-I,2000-2013,272,0,272,0,0,0,574.447,128.8868,570.636,124.1542,0
Uttar Pradesh,Kaushambi,PMGSY-III,2019-Present,40,0,31,0,9,0,282.62,272.4038,225.788,185.7371,54.905
Uttar Pradesh,Lakhimpur-Kherii,PMGSY-II,2013-2018,13,0,13,0,0,0,93.825,59.505,92.27,52.7965,0
Uttar Pradesh,Lucknow,PMGSY-III,2019-Present,20,0,20,0,0,0,155.615,121.82107,154.996,103.3978,0
Uttar Pradesh,Maharajganj,PMGSY-I,2000-2013,227,0,227,0,0,0,726.6,207.5332,716.644,196.601,0
Uttar Pradesh,Maharajganj,PMGSY-II,2013-2018,16,0,16,0,0,0,104.45,66.1358,105.2,58.6796,0
Uttar Pradesh,Maharajganj,PMGSY-III,2019-Present,41,0,41,0,0,0,318.064,245.54334,310.886,203.8273,0
Uttar Pradesh,Mahoba,PMGSY-II,2013-2018,11,0,11,0,0,0,99.5,52.5926,99.5,48.3865,0
Uttar Pradesh,Mathura,PMGSY-II,2013-2018,11,0,11,0,0,0,94.5,69.5562,90.835,58.4898,0
Uttar Pradesh,Mau,PMGSY-I,2000-2013,214,0,214,0,0,0,573.175,156.0495,572.837,154.6465,0
Uttar Pradesh,Moradabad,PMGSY-III,2019-Present,23,0,23,0,0,0,142.535,86.95423,138.542,68.764,0
Uttar Pradesh,Muzaffarnagar,PMGSY-II,2013-2018,12,0,12,0,0,0,105.85,52.16453,105.85,46.1786,0
Uttar Pradesh,Pilibhit,PMGSY-II,2013-2018,11,1,11,1,0,0,77.75,40.98453,75.76,40.1661,0
Uttar Pradesh,Pratapgarh,PMGSY-II,2013-2018,15,0,15,0,0,0,95.1,58.1514,95,55.196,0
Uttar Pradesh,Prayagraj,PMGSY-III,2019-Present,66,0,54,0,12,0,478.542,436.48762,404.726,327.2474,66.165
Uttar Pradesh,S.R. Nagar(Bhadohi),PMGSY-III,2019-Present,19,0,8,0,11,0,121.77,117.4236,83.284,43.8393,37.515
Uttar Pradesh,Sitapur,PMGSY-III,2019-Present,64,0,64,0,0,0,509.362,488.41828,509.09,462.9493,0
Uttar Pradesh,Sonebhadra,RCPLWEA,2016-Present,18,11,13,11,5,0,460.375,363.0348,408.775,310.1374,51.5
Uttar Pradesh,Sultanpur,PMGSY-II,2013-2018,7,0,7,0,0,0,93.55,70.7646,92.3,59.7019,0
Uttar Pradesh,Unnao,PMGSY-III,2019-Present,73,0,71,0,2,0,557.875,485.47716,537.044,418.6153,9.3
Uttar Pradesh,Varanasi,PMGSY-I,2000-2013,282,0,282,0,0,0,658.588,129.20441,635.728,114.0043,0
Uttar Pradesh,Varanasi,PMGSY-II,2013-2018,16,0,16,0,0,0,98,40.37843,96.605,35.7274,0
Uttarakhand,Chamoli,PMGSY-III,2019-Present,20,4,7,0,13,4,220.664,211.85847,161.769,130.711,58.894
Uttarakhand,Haridwar,PMGSY-II,2013-2018,5,0,5,0,0,0,31.637,11.6719,31.637,11.4485,0
Uttarakhand,Pauri,PMGSY-II,2013-2018,16,0,16,0,0,0,136.372,95.2061,135.947,98.1275,0
Uttarakhand,Rudraprayag,PMGSY-III,2019-Present,7,0,0,0,7,0,92.025,86.61822,55.7,45.3008,36.325
Uttarakhand,Tehri,PMGSY-I,2000-2013,258,16,257,13,1,3,2097.752,1030.97501,2074.19,1001.3054,0
Uttarakhand,Tehri,PMGSY-III,2019-Present,18,0,14,0,4,0,164.127,140.24796,133.223,105.6397,30.143
West Bengal,Bankura,PMGSY-I,2000-2013,691,0,691,0,0,0,3150.821,1420.37671,3138.29,1171.7289,0
West Bengal,Dakshin Dinajpur,PMGSY-I,2000-2013,248,0,248,0,0,0,926.373,449.5262,919.535,391.7352,0
West Bengal,Darjeeling,PMGSY-II,2013-2018,11,1,11,1,0,0,82.719,97.20272,80.228,95.8807,0
West Bengal,Howrah,PMGSY-II,2013-2018,19,1,19,1,0,0,117.061,104.40142,117.068,94.109,0
West Bengal,Jhargram,PMGSY-I,2000-2013,342,1,342,1,0,0,1682.226,867.33017,1673.013,797.6782,0
West Bengal,Jhargram,PMGSY-III,2019-Present,9,0,1,0,8,0,103.375,100.6439,10.169,15.0659,93.206
West Bengal,Kalimpong,PMGSY-II,2013-2018,6,2,6,1,0,1,65.472,89.1983,65.257,85.7693,0
West Bengal,Murshidabad,PMGSY-II,2013-2018,14,0,14,0,0,0,162.946,105.63891,162.849,99.9851,0
West Bengal,Paschim Burdwan,PMGSY-I,2000-2013,66,1,66,1,0,0,273.207,104.43723,257.604,89.0336,0
West Bengal,Paschim Medinipur,PMGSY-III,2019-Present,28,0,0,0,28,0,267.988,231.62961,0,10.4224,267.988
West Bengal,Purba Burdwan,PMGSY-III,2019-Present,27,1,4,0,23,1,262.32,224.35171,23.98,12.9603,238.34
West Bengal,South 24-Parganas,PMGSY-I,2000-2013,312,0,312,0,0,0,1603.63,838.973,1559.633,804.2258,0
Andaman And Nicobar,Nicobar,PMGSY-I,2000-2013,3,0,3,0,0,0,2.969,1.3857,2.969,1.1082,0
Andaman And Nicobar,North and Middle Andaman,PMGSY-I,2000-2013,32,0,32,0,0,0,60.169,24.6908,59.19,19.6281,0
Andhra Pradesh,Anakapalli,PMGSY-III,2019-Present,15,4,13,1,2,3,104.105,69.76811,86.604,51.6901,11.83
Andhra Pradesh,Anantapur,PMGSY-I,2000-2013,207,22,207,21,0,1,862.65,214.7772,854.249,213.899,0
Andhra Pradesh,Annamayya,PMGSY-II,2013-2018,6,0,6,0,0,0,42.6,19.726,39.315,16.685,0
Andhra Pradesh,Dr BR Ambedkar Konaseema,PMGSY-II,2013-2018,6,0,6,0,0,0,47.223,24.736,45.354,20.979,0
Andhra Pradesh,Eluru,PMGSY-III,2019-Present,12,2,8,0,4,2,75.097,48.8486,50.907,32.0481,21.41
Andhra Pradesh,Eluru,PM-JANMAN,2023-Present,7,0,0,0,7,0,34.868,26.36,0,0,34.868
Andhra Pradesh,Kakinada,RCPLWEA,2016-Present,3,0,3,0,0,0,19.47,12.19,19.47,10.7893,0
Andhra Pradesh,Kurnool,PMGSY-III,2019-Present,11,1,11,0,0,1,102.633,53.8026,96.916,41.6154,0
Andhra Pradesh,Prakasam,PMGSY-I,2000-2013,147,27,147,27,0,0,637.849,205.5158,620.485,199.8045,0
Andhra Pradesh,Sri Sathya Sai,PMGSY-I,2000-2013,412,13,412,13,0,0,1306.855,311.3505,1272.137,304.013,0
Andhra Pradesh,Srikakulam,PMGSY-II,2013-2018,8,0,8,0,0,0,63.04,32.9494,60.214,23.9706,0
Andhra Pradesh,Srikakulam,PMGSY-III,2019-Present,16,10,16,1,0,9,121.865,133.01448,118.387,70.5824,0
Andhra Pradesh,Tirupati,PMGSY-I,2000-2013,137,15,137,15,0,0,344.624,86.9762,334.918,83.0694,0
Arunachal Pradesh,Kurung Kumey,PMGSY-II,2013-2018,2,0,1,0,1,0,62,50.62418,38,39.9284,24
Arunachal Pradesh,Lepa Rada,PMGSY-I,2000-2013,27,1,27,1,0,0,172.85,103.1735,171.339,95.712,0
Arunachal Pradesh,Lohit,PMGSY-II,2013-2018,2,0,2,0,0,0,15.64,9.0112,15.64,7.7549,0
Arunachal Pradesh,Lower Dibang Valley,PMGSY-II,2013-2018,4,0,4,0,0,0,18,8.82247,18,7.9,0
Arunachal Pradesh,Namsai,PMGSY-II,2013-2018,6,0,6,0,0,0,20.17,7.8604,20.17,7.5789,0
Arunachal Pradesh,Papum Pare,PMGSY-II,2013-2018,6,6,6,6,0,0,73.13,106.784,69.02,101.1039,0
Arunachal Pradesh,Tawang,PMGSY-II,2013-2018,7,0,7,0,0,0,36.89,22.4746,36.771,23.0489,0
Arunachal Pradesh,Tirap,PMGSY-II,2013-2018,2,0,2,0,0,0,11,8.2416,11,7.9419,0
Arunachal Pradesh,Tirap,PMGSY-III,2019-Present,5,0,3,0,2,0,52.42,40.65915,29.5,16.1825,22.92
Arunachal Pradesh,Upper Siang,PMGSY-II,2013-2018,2,0,2,0,0,0,11.02,4.8324,11.02,4.875,0
Arunachal Pradesh,Upper Siang,PMGSY-III,2019-Present,4,0,1,0,3,0,27.1,23.69925,5.4,2.8912,21.7
Arunachal Pradesh,West Kameng,PMGSY-III,2019-Present,10,0,1,0,9,0,72.3,53.7646,17.364,27.7571,54.866
Assam,Barpeta,PMGSY-II,2013-2018,14,4,14,4,0,0,73.95,55.7711,73.95,51.5057,0
Assam,Bongaigaon,PMGSY-II,2013-2018,4,1,4,1,0,0,19.904,14.2269,19.904,14.04,0
Assam,Darrang,PMGSY-II,2013-2018,9,3,9,3,0,0,47.702,40.5783,47.702,42.76,0
Assam,Dhubri,PMGSY-III,2019-Present,36,5,33,0,3,5,222.777,221.01408,211.94,192.537,9.387
Assam,Dibrugarh,PMGSY-I,2000-2013,333,11,333,11,0,0,1015.233,514.56494,1009.482,566.4235,0
Assam,Jorhat,PMGSY-III,2019-Present,27,0,24,0,3,0,172.937,104.11161,152.472,88.1204,20.061
Assam,Karimganj,PMGSY-I,2000-2013,266,53,266,53,0,0,881.413,658.02889,876.615,748.7809,0
Assam,Kokrajhar,PMGSY-II,2013-2018,7,1,7,1,0,0,31.725,18.8913,31.725,17.6913,0
Assam,Lakhimpur,PMGSY-II,2013-2018,10,2,10,2,0,0,51.94,33.96306,51.94,32.548,0
Assam,N.C.Hills,PMGSY-I,2000-2013,80,7,79,7,1,0,494.63,287.1118,490.488,300.2716,0.321
Assam,Sibsagar,PMGSY-I,2000-2013,530,31,530,31,0,0,1287.658,658.33483,1270.561,727.819,0
Assam,Sibsagar,PMGSY-III,2019-Present,27,4,17,1,10,3,130.307,81.02929,101.065,57.5467,29.247
Assam,Sonitpur,PMGSY-III,2019-Present,44,4,39,4,5,0,280.333,172.96644,246.043,147.6939,33.575
Assam,Tinsukia,PMGSY-II,2013-2018,17,2,17,2,0,0,85.2,58.7516,85.24,59.1314,0
Bihar,Araria,PMGSY-I,2000-2013,320,220,317,209,3,11,1646.233,1354.31006,1598.568,1252.1438,1.522
Bihar,Araria,PMGSY-III,2019-Present,35,84,24,8,11,76,349.644,462.13798,255.029,240.4424,85.485
Bihar,Arwal,PMGSY-II,2013-2018,1,0,1,0,0,0,4.05,1.21388,3.95,3.1424,0
Bihar,Aurangabad,PMGSY-III,2019-Present,20,6,17,3,3,3,167.826,123.69011,156.746,64.5736,11.075
Bihar,Begusarai,PMGSY-I,2000-2013,258,7,257,7,1,0,747.741,410.38037,724.06,298.7958,0.07
Bihar,Bhagalpur,PMGSY-II,2013-2018,4,0,4,0,0,0,33.35,17.2378,32.57,19.2981,0
Bihar,Bhojpur,PMGSY-III,2019-Present,20,2,16,0,4,2,162.227,129.8005,120.207,77.3634,41.905
Bihar,Chapra(Saran),PMGSY-I,2000-2013,554,12,553,12,1,0,2082.745,1023.55816,2023.552,949.5737,9.1
Bihar,East Champaran,PMGSY-II,2013-2018,15,0,15,0,0,0,51.742,22.1739,51.742,24.1707,0
Bihar,Gopalganj,PMGSY-II,2013-2018,5,0,5,0,0,0,27.145,13.59418,27.145,14.1035,0
Bihar,Gopalganj,PMGSY-III,2019-Present,16,7,16,0,0,7,142.893,123.74185,142.11,109.7048,0
Bihar,Jahanabad,PMGSY-I,2000-2013,284,3,281,3,3,0,562.569,250.34601,548.744,222.4337,5.051
Bihar,Jahanabad,PMGSY-II,2013-2018,5,0,5,0,0,0,36.965,13.50654,36.741,17.5317,0
Bihar,Jamui,PMGSY-I,2000-2013,541,54,533,52,8,2,1846.65,1010.15891,1771.285,891.5635,13.503
Bihar,Kaimur (Bhabhua),PMGSY-I,2000-2013,523,3,521,3,2,0,2076.822,946.41747,2023.529,823.2445,0.3
Bihar,Kaimur (Bhabhua),PMGSY-II,2013-2018,5,0,5,0,0,0,41.47,25.4849,40.77,23.0513,0
Bihar,Katihar,PMGSY-III,2019-Present,41,110,27,55,14,55,403.087,798.52004,340.399,562.108,55.66
Bihar,Kishanganj,PMGSY-I,2000-2013,305,101,305,100,0,1,1251.501,895.2539,1222.233,827.0731,0
Bihar,Kishanganj,PMGSY-II,2013-2018,25,41,25,41,0,0,263.67,256.1152,260.965,278.6794,0
Bihar,Lakhisarai,PMGSY-I,2000-2013,202,10,192,10,10,0,534.825,205.25149,480.872,187.0906,33.421
Bihar,Madhubani,PMGSY-III,2019-Present,20,14,16,4,4,10,212.08,234.33669,157.557,162.6186,49.715
Bihar,Munger,PMGSY-III,2019-Present,3,0,3,0,0,0,21.864,15.0352,21.864,10.0935,0
Bihar,Nalanda,PMGSY-I,2000-2013,431,9,430,9,1,0,1285.064,563.77684,1264.156,510.2949,0.9
Bihar,Nawada,PMGSY-II,2013-2018,15,0,15,0,0,0,77.242,48.98508,77.203,52.1168,0
Bihar,Purnia,PMGSY-I,2000-2013,552,70,547,63,5,7,2109.04,1339.97388,2076.975,1209.3969,0.7
Bihar,Purnia,PMGSY-II,2013-2018,20,0,20,0,0,0,153.668,89.62053,153.54,96.4144,0
Bihar,Saharsa,PMGSY-II,2013-2018,4,0,4,0,0,0,27.07,20.56356,27.07,19.5607,0
Bihar,Sheohar,PMGSY-I,2000-2013,112,1,106,1,6,0,338.835,186.8218,305.42,162.839,7.952
Bihar,Supaul,PMGSY-I,2000-2013,215,20,213,17,2,3,672.916,468.9238,661.146,436.6297,1.662
Bihar,West Champaran,PMGSY-II,2013-2018,8,0,8,0,0,0,32.895,14.98459,31.893,15.0084,0
Chhattisgarh,Balod,PMGSY-I,2000-2013,214,23,214,23,0,0,832.175,280.70689,782.525,266.796,0
Chhattisgarh,Balod,PMGSY-II,2013-2018,11,0,11,0,0,0,121.875,82.0187,120.9,86.2725,0
Chhattisgarh,Balodabazar,PMGSY-III,2019-Present,18,5,18,5,0,0,187.49,136.68489,186,101.68,0
Chhattisgarh,Balrampur,PM-JANMAN,2023-Present,113,0,8,0,105,0,374.63,245.1893,96.19,0,278.015
Chhattisgarh,Bastar,RCPLWEA,2016-Present,51,1,51,1,0,0,479.475,303.27069,475.58,207.4498,0
Chhattisgarh,Bemetra,PMGSY-II,2013-2018,6,0,6,0,0,0,56.45,32.1929,55.46,30.1534,0
Chhattisgarh,Bilaspur,PMGSY-I,2000-2013,207,0,207,0,0,0,820.69,229.0845,778.95,206.3789,0
Chhattisgarh,Dantewada,PMGSY-I,2000-2013,173,1,145,0,28,1,767.685,277.73475,680.055,263.5802,71.15
Chhattisgarh,Dhamtari,PMGSY-II,2013-2018,9,0,9,0,0,0,123.6,70.3733,123.725,72.6311,0
Chhattisgarh,Dhamtari,PMGSY-III,2019-Present,18,0,18,0,0,0,150.432,85.8768,150.432,79.6452,0
Chhattisgarh,Durg,PMGSY-I,2000-2013,96,0,96,0,0,0,375,103.6962,354.46,94.6991,0
Chhattisgarh,Gaurella Pendra Marwahi,PMGSY-I,2000-2013,150,2,150,2,0,0,627.45,158.5502,599.16,159.7764,0
Chhattisgarh,Gaurella Pendra Marwahi,PM-JANMAN,2023-Present,15,0,0,0,15,0,43.08,27.8248,19.57,0,23.51
Chhattisgarh,Jashpur,PM-JANMAN,2023-Present,80,0,21,0,59,0,281.25,214.87552,125.185,0,153.42
Chhattisgarh,Kondagaon,PMGSY-III,2019-Present,27,4,27,3,0,1,269.89,191.5893,267.885,168.8895,0
Chhattisgarh,Sukma,RCPLWEA,2016-Present,46,0,13,0,33,0,452.555,257.6045,172.525,128.392,280.03
Chhattisgarh,Surajpur,PMGSY-III,2019-Present,21,11,21,10,0,1,293.33,207.60849,293.12,186.3812,0
Chhattisgarh,Surguja,PMGSY-III,2019-Present,16,4,16,4,0,0,184.854,108.7031,183.049,91.4132,0
Gujarat,Amreli,PMGSY-I,2000-2013,69,0,69,0,0,0,252.19,29.7638,247.64,31.464,0
Gujarat,Anand,PMGSY-II,2013-2018,7,0,7,0,0,0,55.56,35.7655,55.421,33.2326,0
Gujarat,Arvalli,PMGSY-II,2013-2018,1,0,1,0,0,0,9,4.9002,9,4.2387,0
Gujarat,Banaskantha,PMGSY-I,2000-2013,221,0,221,0,0,0,581.105,167.7729,571.986,169.3812,0
Gujarat,Bharuch,PMGSY-I,2000-2013,44,0,44,0,0,0,168.47,41.534,166.88,48.5185,0
Gujarat,Bharuch,PMGSY-III,2019-Present,8,1,7,0,1,1,84.667,53.37982,82.752,47.449,0.002
Gujarat,Chhotaudepur,PMGSY-I,2000-2013,75,1,75,1,0,0,256.005,81.7572,253.505,87.9262,0
Gujarat,Dahod,PMGSY-I,2000-2013,744,0,744,0,0,0,1541,418.9183,1517.585,426.5685,0
Gujarat,Dangs,PMGSY-I,2000-2013,20,0,20,0,0,0,150.72,43.6524,150.014,46.8724,0
Gujarat,Devbhumi Dwarka,PMGSY-II,2013-2018,1,0,1,0,0,0,8.8,4.9974,8.8,3.7629,0
Gujarat,Gir Somnath,PMGSY-I,2000-2013,16,0,16,0,0,0,59.95,6.9858,55.95,7.3528,0
Gujarat,Junagadh,PMGSY-III,2019-Present,11,3,9,0,2,3,122.616,78.52712,113.88,53.9258,7.676
Gujarat,Kheda,PMGSY-I,2000-2013,206,0,206,0,0,0,391.38,73.4151,389.05,80.8753,0
Gujarat,Morbi,PMGSY-I,2000-2013,42,0,42,0,0,0,98.4,12.2879,96.47,13.2127,0
Gujarat,Narmada,PMGSY-I,2000-2013,74,3,74,3,0,0,271.39,78.4196,271.07,85.5156,0
Gujarat,Narmada,PMGSY-II,2013-2018,2,5,2,5,0,0,28.3,25.8357,28.28,22.106,0
Gujarat,Narmada,PMGSY-III,2019-Present,8,3,8,0,0,3,83.397,50.8225,83.383,40.3275,0
Gujarat,Navsari,PMGSY-II,2013-2018,4,0,4,0,0,0,27.07,15.2419,27.074,13.2753,0
Gujarat,Panchmahals,PMGSY-III,2019-Present,11,8,11,0,0,8,101.73,108.88015,101.53,73.1333,0
Gujarat,Porbandar,PMGSY-I,2000-2013,21,0,21,0,0,0,61.12,7.5072,61.02,7.6499,0
Gujarat,Porbandar,PMGSY-II,2013-2018,2,0,2,0,0,0,12.3,3.9311,12.3,3.7854,0
Gujarat,Surendranagar,PMGSY-I,2000-2013,44,1,44,1,0,0,183.96,22.626,183.66,25.0197,0
Haryana,Ambala,PMGSY-III,2019-Present,11,0,11,0,0,0,91.81,36.0116,90.574,32.1231,0
Haryana,Fatehabad,PMGSY-III,2019-Present,14,0,14,0,0,0,188.226,74.79676,187.315,70.7421,0
Haryana,Gurgaon,PMGSY-II,2013-2018,2,0,2,0,0,0,28.815,24.098,28.815,18.199,0
Haryana,Jind,PMGSY-III,2019-Present,19,0,19,0,0,0,246.687,125.83535,243.951,108.7085,0
Haryana,Kaithal,PMGSY-I,2000-2013,20,0,20,0,0,0,281.71,103.4395,279.57,91.5525,0
Haryana,Kaithal,PMGSY-III,2019-Present,8,0,8,0,0,0,71.945,36.70425,71.046,33.5642,0
Haryana,Mewat,PMGSY-I,2000-2013,12,0,12,0,0,0,136.56,47.271,136.58,47.7689,0
Haryana,Mohindergarh,PMGSY-III,2019-Present,8,0,8,0,0,0,75.98,30.9324,75.395,24.0562,0
Haryana,Palwal,PMGSY-I,2000-2013,10,0,10,0,0,0,127.435,42.2248,127.385,31.6182,0
Haryana,Palwal,PMGSY-II,2013-2018,5,0,5,0,0,0,51.47,57.6741,51.03,41.7525,0
Haryana,Rohtak,PMGSY-I,2000-2013,40,0,40,0,0,0,317.64,99.2378,317.72,93.2402,0
Haryana,Sirsa,PMGSY-I,2000-2013,18,0,18,0,0,0,276.32,80.0627,276.32,72.9615,0
Himachal Pradesh,Kangra,PMGSY-III,2019-Present,58,12,5,0,53,12,518.163,593.43204,94.145,99.2948,424.018
Himachal Pradesh,Lahul And Spiti,PMGSY-II,2013-2018,2,0,2,0,0,0,31.115,31.4474,30.8,34.2168,0
Himachal Pradesh,Sirmaur,PMGSY-II,2013-2018,7,0,7,0,0,0,77.03,53.3648,77.03,52.716,0
Jammu And Kashmir,Anantnag,PMGSY-I,2000-2013,292,2,292,2,0,0,1006.53,725.3599,952.225,672.3911,0
Jammu And Kashmir,Bandipora,PMGSY-I,2000-2013,64,1,63,1,1,0,321.45,218.7124,315.314,200.2168,1.2
Jammu And Kashmir,Baramula,NA,-,13,0,0,0,13,0,41.94,NA,0,0,41.94
Jammu And Kashmir,Budgam,NA,-,14,0,0,0,14,0,47.897,NA,0,0,47.897
Jammu And Kashmir,Doda,PMGSY-II,2013-2018,6,0,5,0,1,0,41.5,38.3902,38.9,32.9975,1.9
Jammu And Kashmir,Ganderbal,PMGSY-II,2013-2018,3,0,3,0,0,0,14,12.9513,13.33,8.3173,0
Jammu And Kashmir,Ganderbal,NA,-,8,0,0,0,8,0,22.55,NA,0,0,22.55
Jammu And Kashmir,Jammu,PMGSY-I,2000-2013,133,2,133,2,0,0,669.79,369.83915,647.281,330.4697,0
Jammu And Kashmir,Jammu,PMGSY-II,2013-2018,15,4,15,4,0,0,57.05,55.0959,57,43.1829,0
Jammu And Kashmir,Kulgam,PMGSY-II,2013-2018,4,0,4,0,0,0,21.55,27.004,18.69,17.7407,0
Jammu And Kashmir,Kulgam,NA,-,13,0,0,0,13,0,30.9,NA,0,0,30.9
Jammu And Kashmir,Poonch,PMGSY-I,2000-2013,161,7,153,7,8,0,840.35,510.3447,800.81,521.5056,24.975
Jammu And Kashmir,Poonch,NA,-,40,0,0,0,40,0,204.403,NA,0,0,204.403
Jammu And Kashmir,Rajouri,PMGSY-I,2000-2013,281,29,279,29,2,0,1936.805,1167.5271,1933.712,1170.3011,0.4
Jammu And Kashmir,Rajouri,PMGSY-II,2013-2018,9,0,8,0,1,0,49.95,50.3674,49.95,44.5384,0
Jammu And Kashmir,Reasi,PMGSY-III,2019-Present,7,5,6,2,1,3,68.64,104.01261,58.74,71.128,9.9
Jammu And Kashmir,Samba,PMGSY-III,2019-Present,6,3,5,0,1,3,22.305,75.529,19.12,54.6939,3.175
Jammu And Kashmir,Samba,NA,-,3,0,0,0,3,0,29.5,NA,0,0,29.5
Jammu And Kashmir,Shopian,PMGSY-II,2013-2018,2,0,2,0,0,0,23.65,28.5239,23,21.8045,0
Jammu And Kashmir,Udhampur,PMGSY-III,2019-Present,14,2,10,0,4,2,157.6,199.78726,101.195,109.2094,53.825
Jharkhand,Bokaro,PMGSY-I,2000-2013,366,11,366,11,0,0,1218.381,423.87659,1159.405,353.3851,0
Jharkhand,Chatra,PMGSY-I,2000-2013,376,36,376,35,0,1,1302.21,568.75223,1284.745,516.9363,0
Jharkhand,Chatra,RCPLWEA,2016-Present,17,8,13,6,4,2,179.71,152.96067,142.294,110.327,37.55
Jharkhand,Chatra,PMGSY-III,2019-Present,22,11,18,2,4,9,183.866,144.75469,166.013,139.2099,13.818
Jharkhand,Deoghar,PMGSY-III,2019-Present,18,2,14,2,4,0,160.47,105.2488,117.603,87.2818,41.37
Jharkhand,Dhanbad,PMGSY-I,2000-2013,101,0,101,0,0,0,289.445,80.8792,285.709,76.2936,0
Jharkhand,Garhwa,PMGSY-II,2013-2018,7,1,7,1,0,0,74.93,48.9372,74.684,42.5739,0
Jharkhand,Giridih,PMGSY-I,2000-2013,529,50,529,50,0,0,1817.611,849.84965,1792.28,722.7389,0
Jharkhand,Godda,PMGSY-I,2000-2013,157,15,157,15,0,0,586.195,235.78493,576.343,236.8575,0
Jharkhand,Gumla,PMGSY-II,2013-2018,4,2,4,2,0,0,44.75,29.5097,44.75,22.2428,0
Jharkhand,Gumla,PM-JANMAN,2023-Present,34,0,0,0,34,0,124.449,115.53022,10.08,0,114.369
Jharkhand,Hazaribagh,PM-JANMAN,2023-Present,3,0,0,0,3,0,7.325,7.1579,0,0,7.325
Jharkhand,Jamtara,PMGSY-II,2013-2018,3,0,3,0,0,0,37.705,29.2106,37.18,24.3563,0
Jharkhand,Jamtara,PMGSY-III,2019-Present,10,0,0,0,10,0,74.08,42.23419,24.705,17.8454,49.375
Jharkhand,Khunti,RCPLWEA,2016-Present,53,13,50,13,3,0,333.312,316.83841,330.99,300.6139,1
Jharkhand,Koderma,PMGSY-III,2019-Present,11,2,9,0,2,2,85.308,52.33118,76.38,55.1984,9.82
Jharkhand,Latehar,PMGSY-I,2000-2013,215,22,210,21,5,1,979.791,379.03615,950.07,356.2101,14.4
Jharkhand,Pashchimi Singhbhum,PMGSY-III,2019-Present,31,2,12,1,19,1,287.737,167.92703,210.236,179.5519,77.494
Jharkhand,Purbi Singhbhum,PMGSY-I,2000-2013,668,5,668,5,0,0,1952.658,645.03775,1875.058,585.323,0
Jharkhand,Ranchi,PMGSY-II,2013-2018,10,0,10,0,0,0,113.575,70.3437,112.405,56.6188,0
Jharkhand,Sahibganj,PMGSY-III,2019-Present,23,6,17,6,6,0,196.575,140.8152,156.71,145.9306,39.775
Jharkhand,Saraikela Kharsawan,PMGSY-I,2000-2013,200,3,197,3,3,0,675.932,226.6499,616.839,197.7627,13.128
Karnataka,Bagalkot,PMGSY-I,2000-2013,99,1,99,1,0,0,456.97,83.132,456.82,85.3671,0
